Vineyard Name,Vineyard County,Vineyard Postcode,Vineyard Country,Website Address,Ha of planted vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inworth Hall Vineyard,Essex,CO5 9SN,England,,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irish Grape Vines,Dublin,Ireland,Ireland,irishgrapevines.ie,0.0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Railway Vineyard,Surrey,RH1 3AL,England,,0.8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jabajak Vineyard,Carmarthenshire,SA34 0ED,Wales,www.jabajak.co.uk,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrow House Vineyard (Malipion Vyd),Essex,CO7 7LP,England,,0.0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jays Farm Vineyard,Hampshire,SO51 6DN,England,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBees Vineyard,Leicestershire,LE3 2GT,England,,0.0153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jenkyn Place Vineyard,Hampshire,GU10 5LU,England,www.jenkynplace.com,5.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoJo's Vineyard,Oxfordshire,RG9 6EU,England,www.jojosvineyard.co.uk,2.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenton Park Estate,Devon,EX6 8NW,England,www.kentonparkestate.com,4.0469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kents Green Vineyard,Gloucestershire,GL19 3AJ,England,www.kentsgreenwine.co.uk,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerry Vale Vineyard,Shropshire,SY15 6HU,England,www.kerryvalevineyard.co.uk,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kidmore Organic Vineyard,Oxfordshire,RG4 9AR,England,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kilcott Valley Vineyard,Gloucestershire,GL12 7RL,England,,0.1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiln Copse Vineyard,Hampshire,PO17 6LG,England,,2.0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingfishers' Pool Vineyard,Leicestershire,LE7 7LH,England,www.rothleywine.com,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King's Ransom Vineyard,Berkshire,SL6 9UB,England,,0.0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kingwood Estate,Berkshire,RG4 9HY,England,,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinsbrook Vineyard (Orchard Farmhouse Vyd),West Sussex,RH13 0TR,England,Www.kinsbrookvineyard.co.uk,4.6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinsbrook Vineyard (Picketty Vineyard),West Sussex,RH20 2LT,England,Www.kinsbrookvineyard.co.uk,4.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knightor Winery - Portschatho Vineyard,Cornwall,TR2 5EH,England,www.knightor.com,2.7115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knightor Winery - Seaton Vineyard,Cornwall,PL13 1PA,England,www.knightor.com,2.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knightor Winery & Restaurant,Cornwall,PL26 8YQ,England,www.knightor.com,0.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knightshayes Vineyard,Devon,EX16 7RG,England,www.nationaltrust.org.uk,0.0720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laithwaites - Virginia Water Vineyard,Surrey,GU25 4QE,England,www.laithwaites.co.uk,0.0240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laithwaites - Windsor Great Park Vineyard,Berkshire,SL4 2HR,England,www.windsorgreatparkvineyard.com,2.7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakeside Vineyard,Surrey,KT2 7DY,England,www.shillinglee.co.uk,0.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakestreet Vineyard,East Sussex,TN20 6PS,England,,9.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamberhurst Vineyard,Kent,TN3 8ER,England,,8.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lambley Grange,Nottinghamshire,NG14 7AZ,England,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lammy's Vineyard (Cheesley Hill Vyd),Wiltshire,SN15 4JX,England,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Langham Wine Estate,Dorset,DT2 7NG,England,www.langhamwine.co.uk,11.7700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lansdowne Vineyard (Burnt House),Surrey,GU5 9JJ,England,www.alburyvineyard.com,4.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Larkhill Vineyard,Gloucestershire,GL8 8RX,England,www.larkhillvineyard.co.uk,2.3620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Cottage (Fawley),Berkshire,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurel Vines Vineyard & Winery,East Yorkshire,YO25 9BG,England,www.laurel-vines.co.uk,2.9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavenham Brook Vineyard,Suffolk,CO10 9PB,England,www.lavenhambrook.co.uk. ,3.7390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laverstoke Park Vineyard,Hampshire,RG25 3DR,England,www.laverstokepark.co.uk,9.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leckford Estate Vineyard,Hampshire,SO20 6JG,England,leckfordestate.co.uk,6.7497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Leghe, La Vineyard",Cambridgeshire,PE28 3LH,England,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leigh Park Hotel Vineyard,Wiltshire,BA15 2RA,England,www.leighparkhotel.co.uk,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leventhorpe Vineyard,West Yorkshire,LS26 8AF,England,www.leventhorpevineyard.co.uk,2.2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lily Cottage Vineyard,Somerset,Not known,England,,Not known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lily Farm Vineyard,Devon,EX9 7AH,England,www.lilyfarmvineyard.com,0.5890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limden Vineyard,East Sussex,TN5 7DL,England,facebook.com/LimdenVineyard,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limeburn Hill Vineyard,BANES,BS40 8QW,England,www.limeburnhillvineyard.co.uk,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linch Hill Vineyard,Oxfordshire,OX29 5BB,England,,0.3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln Field Vineyard,Norfolk,NR9 4NP,England,facebook.com/LincolnFieldVineyard,0.0330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln Vineyard,Lincolnshire,LN2 1PU,England,www.english-heritage.org.uk/daysout/properties/lincoln-medieval-bishops-palace/garden/,0.0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Hill Vineyard,Herefordshire,WR13 6DT,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Knoxbridge Vineyard,Kent,TN12 0EU,England,,0.5330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Oak Vineyard,Gloucestershire,GL55 6LA,England,www.littleoakvineyard.co.uk,0.9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Pinnolds Vineyard,Gloucestershire,GL11 6EF,England,,0.7370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Waddon Vineyard,Dorset,DT3 4ER,England,www.littlewaddonvineyard.co.uk,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Little Wold Vineyard,East Yorkshire,HU15 2BE,England,www.littlewoldvineyard.co.uk,2.3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Littlebredy Vineyard,Dorset,DT2 9HL‎,England,www.littlebredy.com,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llaethliw Vineyard,Ceredigion,SA48 7RF,Wales,www.llaethliw.co.uk,5.4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llanerch Vineyard,Vale of Glamorgan,CF72 8GG,Wales,www.llanerch-vineyard.co.uk,2.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llwyn Hudol Plas Vineyard,Gwynedd,LL53 6TT,Wales,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lobbster Plot,Devon,Not known,England,www.lobbsterplot.co.uk,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locksash Vineyard,Hampshire,PO18 9DZ,England,,1.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lone Farm Vineyard (Bsixtwelve),Hampshire,SO21 1BX,England,www.bsixtwelve.co.uk,0.8090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Long Wells Vineyard,West Sussex,RH12 3SL,England,,0.4230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Longleat Estate Vineyard,Wiltshire,BA12 7NQ,England,www.longleat.co.uk,1.4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looe Valley Vineyard,Cornwall,PL14 4RN,England,looevalleyvineyard.co.uk,1.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lopen Vineyard,Somerset,TA13 5JH,England,,1.6817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lordship's Farm Vineyard,Hertfordshire,SG12 0NS,England,www.lordshipsbarns.co.uk,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lovells Vineyard,Worcestershire,WR13 6NF,England,www.lovellsvineyard.co.uk,4.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower Lodge Vineyard,West Sussex,RH14 9BE,England,www.corenwine.co.uk,7.7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowick Vineyard,Northamptonshire,NN14 3BH,England,www.lowickvineyard.com,1.2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludlow Vineyard,Shropshire,SY7 9DT,England,www.ludlowvineyard.co.uk,1.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lulham Court Vineyard,Herefordshire,HR2 9JQ,England,,1.2146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lusca Vineyard,Dublin,K45V248,Ireland,www.llewellynsorchard.ie,0.1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyde Arundel Vineyard,Herefordshire,HR4 7SN,England,www.lydearundel.com,0.4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lympstone Manor Vineyard,Devon,EX8 3NZ,England,www.lympstonemanor.co.uk,4.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madehurst Lodge Vineyard (Pig Hotel) ,West Sussex,BN18 0NL.,England,,0.8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maiden Vale Vineyard,Devon,EX13 8AG,England,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mallard Point Vineyard,Rutland,PE9 4LH,England,www.eventsandtents.co.uk,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mannings Heath - Leonardslee Vineyard,East Sussex,RH13 6PP,England,www.leonardsleegardens.co.uk,1.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mannings Heath Vineyard,West Sussex,RH13 6PG,England,www.manningsheath.com,14.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manor Farm Vineyard,Leicestershire,LE9 9FF,England,,0.1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manor School Vineyard,Somerset,DT9 5PZ,England,,0.1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manstree Vineyard,Devon,EX2 9QR,England,www.boyces-manstree.co.uk,1.8219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marden Organic (Herbert Hall Wines Ltd),Kent,TN12 9LS,England,www.herberthall.co.uk,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marden Organic Vineyard - Herbert Hall Wines,Kent,TN12 9LS,England,www.herberthall.co.uk,3.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mare Wine Estate, La",Jersey,JE3 3BA,Channel Isles,www.lamarewineestate.com,5.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marlings Vineyard,Hampshire,SO41 6EE,England,www.marlingsvineyard.co.uk,0.8600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin's Lane Vineyard,Essex,CM3 6SB,England,www.martinslane.co.uk,8.4657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maud Heath Vineyard,Wiltshire,SN11 9LQ,England,www.maudheathvineyard.co.uk,2.4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mawddach Vineyard,Gwynedd,LL42 1DZ,Wales,,0.300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mayfield Vineyard,Lincolnshire,NG34 0BX,England,,4.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDCV Ltd - Althorne Vineyard,Essex,CM3 6DS,England,www.mdcvuk.com,37.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDCV Ltd - Bodiam Vineyard,East Sussex,TN32 5UJ,England,www.englishorganicwine.co.uk,1.8100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDCV Ltd - Kingscote Vineyard,West Sussex,RH19 4LG,England,www.kingscoteestate.com,24.2817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDCV Ltd - Luddesdown Vineyard,Kent,DA13 0XE,England,www.mdcvuk.com,176.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDCV Ltd - Old Place Farm Sandhurst Vineyard,Kent,TN18 5NX,England,www.englishorganicwine.co.uk,40.0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDCV Ltd - Sedlescombe Organic Vineyard,East Sussex,TN32 5SA,England,www.englishorganicwine.co.uk,2.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadow Farm Vineyard,West Sussex,PO18 8DN,England,,1.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadow Grove Vineyard,Oxfordshire,OX12 9NA,England,,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meadow View Vineyard,Vale of Glamorgan,CF71 7LJ,Wales,facebook.com/MeadowViewWinery,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melbury Vale Vineyard,Dorset,SP7 0BW,England,www.mvwinery.co.uk,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meopham Court Vineyard,Kent,DA13 0AA,England,,0.1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meopham Valley Vineyard,Kent,DA13 0PY,England,www.meophams.co.uk,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mereworth Wines,Kent,ME18 5PJ,England,www.mereworthwines.co.uk,2.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merlins Vineyard,Gloucestershire,GL18 1DQ,England,,0.5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mersea Island Vineyard,Essex,CO5 8SX,England,vineyard.merseabrewery.co.uk,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Methersham Vineyard,East Sussex,TN31 6TX,England,,1.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middlecot Manor Vineyard,Hampshire,Not known,England,,Not known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missing Gate Vineyard (Food Physics),Essex,CM3 4HG,England,www.food-physics.com,24.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN Vineyard,Dorset,SP7 9NX,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Momentum Vineyard,Fife,KY8 6EA,Scotland,www.christophertrotter.co.uk,0.3658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Money's Farm Vineyard,Hampshire,RG27 8LJ,England,,0.2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monkey Puzzle Vineyard,East Sussex,TN31 6RS,England,,1.2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monnow Valley Vineyard,Monmouthshire,NP25 5DL,Wales,,1.6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montgomery Vineyard,Powys,SY15 6LR,Wales,www.montgomeryvineyard.co.uk,1.2140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moor Hill Vineyard,Wiltshire,SP3 5LB,England,,0.2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moorbridge Estate,Berkshire,RG20 8DA,England,,19.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moralee Farm Vineyard,West Sussex,RH20 2QS,England,,1.3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Farm Vineyards,Suffolk,CO10 9BY,England,,4.4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mount Harry Vines,East Sussex,BN7 3QW,England,,2.1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mount Vineyard, The",Kent,TN14 7SD,England,www.themountvineyard.co.uk,3.6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountfield Vineyard,East Sussex,TN32 5JP,England,www.mountfieldwinery.com,3.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mousehall Estate Vineyard,East Sussex,TN5 6PG,England,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mowbarton Estate (Mudgley Farm),Somerset,BS28 4TX,England,www.mowbartonbarn.co.uk,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumfords Vineyard,BANES,BA1 7LQ,England,www.mumfordsvineyard.co.uk,1.6194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muston Vineyard,Dorset,DT2 7SY,England,,11.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystole Vineyard,Kent,CT4 7DB,England,,2.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nania's Vineyard,BANES,BS6 5EG,England,naniasvineyard.co.uk,0.0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nash Vineyard, The",Worcestershire,WR5 3PB,England,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Fruit Collection - Brogdale,Kent,ME13 8XZ,England,www.brogdalecollections.co.uk,0.2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherfield Vineyard,Devon,Not known,England,,Not known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hall Vineyards,Essex,CM3 6PN,England,www.newhallwines.co.uk,44.6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New House Farm Vineyard,East Sussex,TN32 5UP,England,,10.3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Lodge Vineyard,Northamptonshire,NN6 0HF,England,www.newlodgevineyard.co.uk,0.4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newnham Park Estate Vineyard,East Sussex,TN6 3TB,England,,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
